Epoch,Time (s),Train Loss,Train Accuracy,Test Accuracy
1,2.341078281402588,0.24133597314357758,0.928600013256073,0.964900016784668
2,1.6887285709381104,0.091801218688488,0.9710166454315186,0.9736999869346619
3,1.5928330421447754,0.06327937543392181,0.9800666570663452,0.9782999753952026
4,1.5609703063964844,0.04704355448484421,0.9847999811172485,0.9768000245094299
5,1.5233986377716064,0.0368872694671154,0.9876999855041504,0.9763000011444092
