Epoch,Time (s),Train Loss,Train Accuracy,Test Accuracy
1,7.372178554534912,0.3746568237675596,0.8856,0.9403
2,7.32047438621521,0.16543904682303637,0.9501166666666667,0.954
3,7.260610580444336,0.12253971404429756,0.9620833333333333,0.9656
4,7.313627243041992,0.0984541234175073,0.9689833333333333,0.9629
5,7.45603609085083,0.0836152965111086,0.9735,0.9666
